Abstract_ID,CUI,Name,Definition,TUIs,Aliases
302,C0019682,HIV,"Human immunodeficiency virus. A non-taxonomic and historical term referring to any of two species, specifically HIV-1 and/or HIV-2. Prior to 1986, this was called human T-lymphotropic virus type III/lymphadenopathy-associated virus (HTLV-III/LAV). From 1986-1990, it was an official species called HIV. Since 1991, HIV was no longer considered an official species name; the two species were designated HIV-1 and HIV-2.",['T005'],"['Immunodeficiency Viruses, Human', 'HTLV III', 'HTLV-III', 'Human immunodeficiency virus', 'LAV-HTLV-III']"
302,C0019196,Hepatitis C,"INFLAMMATION of the LIVER in humans caused by HEPATITIS C VIRUS, a single-stranded RNA virus. Its incubation period is 30-90 days. Hepatitis C is transmitted primarily by contaminated blood parenterally and is often associated with transfusion and intravenous drug abuse. However, in a significant number of cases, the source of hepatitis C infection is unknown.",['T047'],"['non b hepatitis', 'HEPATITIS, NON-A, NON-B', 'HCV Infection', 'Parenterally-Transmitted Non-A, Non-B Hepatitis', 'viral hepatitis c']"
302,C0019169,hepatitis B virus,"The type species of the genus ORTHOHEPADNAVIRUS which causes human HEPATITIS B and is also apparently a causal agent in human HEPATOCELLULAR CARCINOMA. The Dane particle is an intact hepatitis virion, named after its discoverer. Non-infectious spherical and tubular particles are also seen in the serum.",['T005'],"['Human hepatitis B virus', 'Hepatitis B virus', 'Hepatitis B Virus', 'Hepatitis B viruses', 'Hepatitis B virus (organism)']"
302,C0032659,geographic population,The total number of individuals inhabiting a particular region or area.,['T081'],"['population', 'Population (social concept)', 'populations', 'Populations', 'Population']"
302,C0025611,methamphetamine,"A central nervous system stimulant and sympathomimetic with actions and uses similar to DEXTROAMPHETAMINE. The smokable form is a drug of abuse and is referred to as crank, crystal, crystal meth, ice, and speed.","['T109', 'T121', 'T131']","['cranks', 'meth', 'Methamphetamine-containing product', 'Desoxyephedrine', 'deoxyephedrine']"
302,C0022065,Iran,"A country bordering the Gulf of Oman, the Persian Gulf, and the Caspian Sea, between Iraq and Pakistan. The capital is Tehran.",['T083'],"['Iran', 'Islamic Republic of Iran (geographic location)', 'Iran, Islamic Republic of', 'iran', 'Islamic Republic of Iran']"
303,C0441889,Levels (qualifier value),"A position on a scale measuring intensity, quality, or amount.",['T080'],"['Level', 'Levels', 'levels', 'Degree', 'Levels (qualifier value)']"
303,C0242503,Unequal,The condition of not being equal.,['T080'],"['Unequal To', 'Unequal (qualifier value)', 'Inequality of', 'Unequal', 'Inequality']"
303,C0015259,Exercise,Physical activity which is usually regular and done with the intention of improving or maintaining PHYSICAL FITNESS or HEALTH. Contrast with PHYSICAL EXERTION which is concerned largely with the physiologic and metabolic response to energy expenditure.,['T056'],"['Exercise (observable entity)', 'Physical Activity', 'physical conditioning', 'Exercises', 'Activities, Physical']"
303,C0022065,Iran,"A country bordering the Gulf of Oman, the Persian Gulf, and the Caspian Sea, between Iraq and Pakistan. The capital is Tehran.",['T083'],"['Iran', 'Islamic Republic of Iran (geographic location)', 'Iran, Islamic Republic of', 'iran', 'Islamic Republic of Iran']"
303,C0008972,Clinical Research,"A work that reports on the results of a research study to evaluate interventions or exposures on biomedical or health-related outcomes. The two main types of clinical studies are interventional studies (clinical trials) and observational studies. While most clinical studies concern humans, this publication type may be used for clinical veterinary articles meeting the requisites for humans.",['T062'],"['Study', 'Clinical Study', 'clinical studies', 'clinical research', 'Clinical Research']"
303,C0242503,Unequal,The condition of not being equal.,['T080'],"['Unequal To', 'Unequal (qualifier value)', 'Inequality of', 'Unequal', 'Inequality']"
303,C0015259,Exercise,Physical activity which is usually regular and done with the intention of improving or maintaining PHYSICAL FITNESS or HEALTH. Contrast with PHYSICAL EXERTION which is concerned largely with the physiologic and metabolic response to energy expenditure.,['T056'],"['Exercise (observable entity)', 'Physical Activity', 'physical conditioning', 'Exercises', 'Activities, Physical']"
303,C0031495,phenylpropanolamine,A sympathomimetic that acts mainly by causing release of NOREPINEPHRINE but also has direct agonist activity at some adrenergic receptors. It is most commonly used as a nasal vasoconstrictor and an appetite depressant.,"['T109', 'T121']","['Phenyl propanolamine', 'Product containing phenylpropanolamine (medicinal product)', 'norephedrine', 'Phénylpropanolamine', 'Phenylpropanolamine (substance)']"
303,C1553355,Iranian (ethnic group),"Denotes the inhabitants of Iran, a person from there, or their descendants elsewhere.",['T098'],['Iranian']
303,C0001675,Adult,"A person having attained full growth or maturity. Adults are of 19 through 44 years of age. For a person between 19 and 24 years of age, YOUNG ADULT is available.",['T100'],"['Adult Human (21+)', 'Adult', 'adults', 'Human, Adult', '21 old year']"
304,C0454664,Country,"A collective generic term that refers here to a wide variety of dependencies, areas of special sovereignty, uninhabited islands, and other entities in addition to the traditional countries or independent states.",['T083'],"['Countries', 'Country', 'Country (geographic location)', 'country', 'countries']"
304,C0597535,Success,An event that accomplishes its intended purpose.,['T054'],"['Success', 'success', 'successes', 'Successful']"
304,C1272745,Improving (qualifier value),,['T080'],"['Improving (qualifier value)', 'Improving', 'improving']"
304,C2945729,child survival,,['T081'],[]
304,C0392752,Localized,Being confined or restricted to a particular location. [HPO:probinson],['T082'],"['localize', 'Localized (qualifier value)', 'Localised', 'localizing', 'LOCALIZED']"
304,C1272688,status - In progress,,['T169'],"['progressed', 'progresses', 'in progress', 'In progress', 'In progress (qualifier value)']"
304,C0041701,United Nations,"An international organization whose members include most of the sovereign nations of the world with headquarters in New York City. The primary objectives of the organization are to maintain peace and security and to achieve international cooperation in solving international economic, social, cultural, or humanitarian problems.",['T092'],"['united nations', 'united nations (UN)', 'UN', 'United Nations']"
304,C4704684,Sustainable Development Goals,,['T078'],"['Development Goals, Sustainable', 'Sustainable Development Goal', 'Development Goal, Sustainable']"
304,C0524343,Death of child,,['T033'],"['death of child', 'death child', 'child deaths', 'Death of child', 'childs death']"
304,C1511726,Data,"A collection or single item of factual information, derived from measurement or research, from which conclusions may be drawn.",['T078'],"['Data', 'Data Point', 'Datum']"
304,C0008059,Child,"A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.",['T100'],"['Childhood age person (person)', 'Children', 'CHILD', 'Children (0-21)', 'Childhood age person']"
304,C0026565,Mortality Vital Statistics,All deaths reported in a given population.,['T081'],"['Death rate', 'mortality rate', 'Mortality', 'Mortality rate', 'death rate']"
304,C0040833,trends qualifier,"Used for the manner in which a subject changes, qualitatively or quantitatively, with time, whether past, present, or future. It excludes discussions of the course of disease in particular patients.",['T079'],['trends']
304,C4054329,Number of Late Fetal Deaths,A measurement of the total number of fetal deaths (in which the fetus is greater than or equal to 20 weeks gestational age) experienced by a female subject.,['T081'],[]
304,C0021289,"Infant, Newborn",An infant during the first 28 days after birth.,['T100'],"['newborn infant', '^Newborn', 'Infants, Newborn', 'Neonates', 'newborn baby']"
304,C0021270,Infant,A child between 1 and 23 months of age.,['T100'],"['Infant (person)', 'INFANT', 'Infants', 'baby', 'infant']"
304,C0008059,Child,"A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.",['T100'],"['Childhood age person (person)', 'Children', 'CHILD', 'Children (0-21)', 'Childhood age person']"
304,C0001779,Age,How long something has existed; elapsed time since birth.,['T032'],"['Postnatal Age', 'Age (qualifier value)', 'Has age', 'Postnatal age', 'age']"
304,C0205251,low,"A minimum level or position or degree; less than normal in degree, intensity or amount.",['T080'],"['Low (qualifier value)', 'low', 'Low']"
304,C0011750,Developing Countries,"Countries in the process of change with economic growth, that is, an increase in production, per capita consumption, and income. The process of economic growth involves better utilization of natural and human resources, which results in a change in the social, political, and economic structures.",['T080'],"['Under Developed Countries', 'Less-Developed Nations', 'Under-Developed Countries', 'Under-Developed Country', 'Country, Less-Developed']"
304,C0026348,"Models, Statistical","Statistical formulations or analyses which, when applied to data and found to fit the data, are then used to verify the assumptions and parameters used in the analysis. Examples of statistical models are the linear model, binomial model, polynomial model, two-parameter model, etc.",['T170'],"['Model, Statistical', 'Model, Probabilistic', 'Statistical Models', 'Probabilistic Models', 'Probabilistic Model']"
304,C0008059,Child,"A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.",['T100'],"['Childhood age person (person)', 'Children', 'CHILD', 'Children (0-21)', 'Childhood age person']"
304,C0454664,Country,"A collective generic term that refers here to a wide variety of dependencies, areas of special sovereignty, uninhabited islands, and other entities in addition to the traditional countries or independent states.",['T083'],"['Countries', 'Country', 'Country (geographic location)', 'country', 'countries']"
304,C0524343,Death of child,,['T033'],"['death of child', 'death child', 'child deaths', 'Death of child', 'childs death']"
304,C0481667,Live Birth,"The complete expulsion or extraction from the mother of a fetus, irrespective of the duration of pregnancy, which, after such expulsion or extraction, breathes or shows any other evidence of life, such as beating of the heart, pulsation of the umbilical cord, or definite movement of voluntary muscles.",['T033'],"['live birth', 'Live Birth', 'birth live', 'Live Births', 'Births.live']"
